1584504000000,2.25,2.36,2.17,2.2,2.42
1584590400000,2.22,2.38,2.09,2.36,2.2
1584676800000,2.43,2.58,2.33,2.35,2.36
1584936000000,2.31,2.41,2.26,2.32,2.35
1585022400000,2.48,2.64,2.38,2.64,2.32
1585108800000,3.11,3.18,2.64,2.75,2.64
1585195200000,2.73,2.85,2.66,2.82,2.75
1585281600000,2.73,2.94,2.68,2.79,2.82
1585540800000,2.78,2.78,2.6,2.66,2.79
1585627200000,2.66,2.82,2.66,2.73,2.66
1585713600000,2.64,2.74,2.61,2.65,2.73
1585800000000,2.61,2.68,2.5,2.57,2.65
1585886400000,2.58,2.64,2.5,2.58,2.57
1586145600000,2.64,2.7,2.57,2.7,2.58
1586232000000,2.71,2.84,2.58,2.58,2.7
1586318400000,2.6,2.655,2.52,2.58,2.58
1586404800000,2.62,2.68,2.535,2.58,2.58
1586750400000,2.62,2.71,2.52,2.61,2.58
1586836800000,2.71,2.75,2.66,2.68,2.61
1586923200000,2.63,2.8527,2.63,2.8,2.68
1587009600000,2.84,3.12,2.75,3.1,2.8
1587096000000,3.2,3.2,2.98,3.0,3.1
1587355200000,2.95,3.06,2.83,2.86,3.0
1587441600000,2.85,2.8799,2.77,2.85,2.86
1587528000000,2.85,2.95,2.82,2.89,2.85
1587614400000,2.89,2.9409,2.85,2.87,2.89
1587700800000,2.84,2.9,2.82,2.87,2.87
1587960000000,2.9,2.99,2.87,2.92,2.87
1588046400000,3.0,3.01,2.86,2.885,2.92
1588132800000,2.93,2.96,2.87,2.94,2.885
1588219200000,2.96,2.97,2.86,2.92,2.94
1588305600000,2.89,2.89,2.7,2.7,2.92
1588564800000,2.71,2.76,2.63,2.68,2.7
1588651200000,2.71,2.86,2.67,2.71,2.68
1588737600000,2.7,2.78,2.65,2.77,2.71
1588824000000,2.8,2.89,2.7,2.72,2.77
1588910400000,2.79,2.88,2.79,2.82,2.72
1589169600000,2.77,2.9,2.76,2.9,2.82
1589256000000,2.9,2.9,2.85,2.86,2.9
1589342400000,2.85,2.9027,2.8027,2.81,2.86
1589428800000,2.91,2.95,2.7927,2.87,2.81
1589515200000,2.84,3.0,2.84,3.0,2.87
1589774400000,3.05,3.2,3.05,3.14,3.0
1589860800000,3.22,3.37,3.1373,3.32,3.14
1589947200000,3.42,3.49,3.35,3.48,3.32
1590033600000,3.38,3.43,3.285,3.3,3.48
1590120000000,3.26,3.26,3.06,3.08,3.3
1590465600000,3.21,3.47,3.21,3.43,3.08
1590552000000,3.85,3.89,3.56,3.66,3.43
1590638400000,3.85,3.8625,3.35,3.4,3.66
1590724800000,3.41,3.42,3.2,3.33,3.4
1590984000000,3.33,3.44,3.2454,3.33,3.33
1591070400000,3.45,3.48,3.35,3.42,3.33
1591156800000,3.48,3.53,3.3873,3.53,3.42
1591243200000,3.5,3.82,3.4573,3.74,3.53
1591329600000,3.8,3.84,3.67,3.8,3.74
1591588800000,3.78,3.84,3.7,3.8,3.8
1591675200000,3.75,4.2,3.67,4.16,3.8
1591761600000,4.11,4.45,3.81,3.96,4.16
1591848000000,3.73,3.97,3.7,3.83,3.96
1591934400000,3.9,3.9999,3.78,3.89,3.83
1592193600000,3.76,4.0,3.76,3.96,3.89
1592280000000,4.12,4.13,3.82,3.88,3.96
1592366400000,3.9,4.08,3.88,4.05,3.88
1592452800000,4.05,4.0827,3.98,3.98,4.05
1592539200000,4.06,4.12,4.0,4.12,3.98
1592798400000,4.2,4.28,4.03,4.06,4.12
1592884800000,4.09,4.44,4.03,4.29,4.06
1592971200000,4.26,4.43,4.12,4.41,4.29
1593057600000,4.33,4.42,4.295,4.35,4.41
1593144000000,4.32,4.355,4.17,4.24,4.35
1593403200000,4.25,4.255,4.02,4.1,4.24
1593489600000,4.11,4.2,4.11,4.16,4.1
1593576000000,4.17,4.19,4.02,4.15,4.16
1593662400000,4.22,4.26,4.12,4.14,4.15
1594008000000,4.8,5.65,4.73,5.5,4.14
1594094400000,5.06,5.57,5.06,5.49,5.5
1594180800000,6.44,7.18,6.21,6.9,5.49
1594267200000,7.49,7.6,6.5,6.97,6.9
1594353600000,6.8,6.89,6.25,6.41,6.97
1594612800000,6.66,7.146,6.14,6.3,6.41
1594699200000,5.98,6.19,5.6,5.87,6.3
1594785600000,6.2,6.24,5.61,5.78,5.87
1594872000000,5.52,5.6,5.2,5.31,5.78
1594958400000,5.46,5.53,5.16,5.32,5.31
1595217600000,5.55,6.1299,5.55,5.83,5.32
1595304000000,5.9,6.105,5.82,6.06,5.83
1595390400000,5.71,5.89,5.46,5.58,6.06
1595476800000,5.6,5.69,5.27,5.31,5.58
1595563200000,5.02,5.37,4.92,5.3,5.31
1595822400000,5.36,5.4,5.1,5.19,5.3
1595908800000,5.15,5.2,5.0,5.03,5.19
1595995200000,5.3,5.4,5.08,5.25,5.03
1596081600000,5.13,5.4,5.06,5.39,5.25
1596168000000,5.46,5.48,5.2,5.27,5.39
1596427200000,5.4,5.83,5.31,5.55,5.27
1596513600000,5.67,5.71,5.55,5.63,5.55
1596600000000,5.68,5.68,5.38,5.57,5.63
1596686400000,5.68,5.75,5.5,5.52,5.57
1596772800000,5.39,5.46,5.32,5.4,5.52
1597032000000,5.8,5.82,5.4,5.56,5.4
1597118400000,5.67,5.75,5.49,5.67,5.56
1597204800000,5.77,7.08,5.76,6.88,5.67
1597291200000,6.54,7.1992,6.3,6.76,6.88
1597377600000,6.62,6.7185,6.46,6.52,6.76
1597636800000,6.65,7.01,6.53,7.0,6.52
1597723200000,6.9,6.94,6.13,6.24,7.0
1597809600000,6.31,6.37,6.02,6.04,6.24
1597896000000,5.98,6.15,5.82,6.1,6.04
1597982400000,6.05,6.0999,5.77,5.9,6.1
1598241600000,5.93,5.95,5.455,5.67,5.9
1598328000000,5.62,5.85,5.56,5.74,5.67
1598414400000,5.68,5.7,5.44,5.57,5.74
1598500800000,5.53,5.88,5.45,5.74,5.57
1598587200000,5.83,5.8442,5.55,5.58,5.74
1598846400000,5.57,5.57,5.3,5.37,5.58
1598932800000,5.35,5.4,5.25,5.3,5.37
1599019200000,5.3,5.34,5.06,5.11,5.3
1599105600000,5.05,5.18,4.86,5.01,5.11
1599192000000,4.94,5.09,4.6,4.94,5.01
1599537600000,4.75,4.88,4.63,4.7,4.94
1599624000000,4.82,4.89,4.72,4.76,4.7
1599710400000,4.8,4.8,4.69,4.69,4.76
1599796800000,4.71,4.76,4.65,4.69,4.69
1600056000000,4.75,4.94,4.7052,4.83,4.69
1600142400000,4.91,5.14,4.85,4.97,4.83
1600228800000,5.0,5.0585,4.9,4.93,4.97
1600315200000,4.85,5.03,4.8,4.86,4.93
1600401600000,5.0,5.06,4.87,4.93,4.86
1600660800000,4.8,4.84,4.575,4.69,4.93
1600747200000,4.72,4.72,4.61,4.69,4.69
1600833600000,4.7,4.75,4.47,4.47,4.69
1600920000000,4.44,4.85,4.33,4.65,4.47
1601006400000,4.65,4.7478,4.57,4.72,4.65
1601265600000,4.78,4.89,4.68,4.69,4.72
1601352000000,4.71,4.74,4.62,4.69,4.69
1601438400000,4.7,4.8527,4.7,4.74,4.69
1601524800000,4.75,4.87,4.68,4.7,4.74
1601611200000,4.56,4.76,4.56,4.69,4.7
1601870400000,4.69,4.78,4.66,4.67,4.69
1601956800000,4.77,5.17,4.68,5.0,4.67
1602043200000,5.12,5.35,5.05,5.16,5.0
1602129600000,5.25,5.29,5.21,5.25,5.16
1602216000000,5.28,5.38,5.15,5.23,5.25
1602475200000,5.3,5.345,5.03,5.05,5.23
